"CLE_PRODUIT";"PRNOM";"LIBELLE_DCI";"CODEUD";"LIBELUD"
522;"BACLOFENE 10 mg ZENTIVA, cpr séc";"BACLOFENE";"cpr";"comprimé(s)"
22441;"LIORESAL 5 mg/5 mL, sol buv, flac 300 mL";"BACLOFENE";"flac";"flacon(s)"
5509;"SIRDALUD 4 mg, cpr séc";"TIZANIDINE";"cpr";"comprimé(s)"
14380;"MIOREL 4 mg, gélule";"THIOCOLCHICOSIDE";"cpr";"comprimé(s)"
2035;"DANTRIUM 25 mg, gélule";"DANTROLENE";"gel";"gélule(s)"
2036;"DANTRIUM 20 mg, lyophilisat pr sol inj, IV";"DANTROLENE";"flac";"flacon(s)"
16370;"DANTRIUM 100 mg, gélule";"DANTROLENE";"gel";"gélule(s)"
7598;"ALLOPURINOL 100 mg ARROW, cpr";"ALLOPURINOL";"cpr";"comprimé(s)"
2093;"DESURIC 100 mg, cpr";"BENZBROMARONE";"cpr";"comprimé(s)"
24644;"COLCHICINE 1 mg OPOCALCIUM, cpr séc";"COLCHICINE";"cpr";"comprimé(s)"
6636;"TRACRIUM 50 mg/5 mL, sol inj, amp";"ATRACURIUM";"amp";"ampoule(s)"
2904;"ROCURONIUM 50 mg/5 mL VIATRIS, sol inj ou pr perf, flac";"ROCURONIUM BROMURE";"flac";"flacon(s)"
4128;"MIVACRON 10 mg/5 mL, sol inj, IV, amp";"MIVACURIUM CHLORURE";"amp";"ampoule(s)"
4233;"CISATRACURIUM 10 mg/5 mL VIATRIS, sol inj ou pr perf, amp";"CISATRACURIUM";"amp";"ampoule(s)"
4235;"CISATRACURIUM 20 mg/10 mL VIATRIS, sol inj ou pr perf, amp";"CISATRACURIUM";"amp";"ampoule(s)"
2363;"DYSPORT 500 u speywood, pdr pr sol inj";"TOXINE BOTULIQUE";"flac";"flacon(s)"
694;"BOTOX 100 u ALLERGAN, pdr pr sol inj";"TOXINE BOTULIQUE";"flac";"flacon(s)"
695;"BOTOX 50 u ALLERGAN, pdr pr sol inj";"TOXINE BOTULIQUE";"flac";"flacon(s)"
22826;"XEOMIN 100 u, pdr pr sol inj";"TOXINE BOTULIQUE";"flac";"flacon(s)"
11167;"BOTOX 200 u ALLERGAN, pdr pr sol inj";"TOXINE BOTULIQUE";"flac";"flacon(s)"
22889;"XEOMIN 50 u, pdr pr sol inj";"TOXINE BOTULIQUE";"flac";"flacon(s)"
14609;"DYSPORT 300 u speywood, pdr pr sol inj";"TOXINE BOTULIQUE";"flac";"flacon(s)"
7538;"FLECTOR 1%, gel, tube 60 g";"DICLOFENAC";"tube";"tube(s)"
4333;"OSMOGEL, gel, tube 90 g";"DIVERS";"tube";"tube(s)"
1441;"CELOCURINE 100 mg/2 mL, sol inj, amp";"SUXAMETHONIUM";"amp";"ampoule(s)"
4231;"NIFLURIL 700 mg, ad, suppo";"MORNIFLUMATE";"suppo";"suppositoire(s)"
4230;"NIFLURIL 400 mg, enf, suppo séc";"MORNIFLUMATE";"suppo";"suppositoire(s)"
7536;"DICLOFENAC 25 mg TEVA, cpr gastro-résistant";"DICLOFENAC";"cpr";"comprimé(s)"
7537;"DICLOFENAC 50 mg TEVA, cpr gastro-résistant";"DICLOFENAC";"cpr";"comprimé(s)"
7539;"VOLTARENE LP 100 mg, cpr à libération prolongée";"DICLOFENAC";"cpr";"comprimé(s)"
17508;"VOLTARENE 100 mg, suppo";"DICLOFENAC";"suppo";"suppositoire(s)"
4271;"IBUPROFENE 200 mg EG, cpr";"IBUPROFENE";"cpr";"comprimé(s)"
4272;"IBUPROFENE 20 mg/mL ss sucre VIATRIS, nour et enf, susp buv, flac 200 mL";"IBUPROFENE";"dose_kg";"dose-kg"
33997;"APRANAX 550 mg, cpr séc";"NAPROXENE";"cpr";"comprimé(s)"
5400;"SANDIMMUN 50 mg/1 mL, sol à diluer pr perf, amp";"CICLOSPORINE";"amp";"ampoule(s)"
4189;"NEORAL 25 mg, caps";"CICLOSPORINE";"caps";"capsule(s)"
4190;"NEORAL 50 mg, caps";"CICLOSPORINE";"caps";"capsule(s)"
4192;"NEORAL 100 mg/mL, sol buv, flac 50 mL";"CICLOSPORINE";"flac";"flacon(s)"
10798;"NEORAL 10 mg, caps";"CICLOSPORINE";"caps";"capsule(s)"
1434;"CELLCEPT 250 mg, gélule";"MYCOPHENOLIQUE ACIDE";"gel";"gélule(s)"
1436;"CELLCEPT 500 mg, pdr pr sol à diluer pr perf";"MYCOPHENOLIQUE ACIDE";"flac";"flacon(s)"
10070;"MYFORTIC 360 mg, cpr gastro-résistant";"MYCOPHENOLIQUE ACIDE";"cpr";"comprimé(s)"
1435;"CELLCEPT 500 mg, cpr";"MYCOPHENOLIQUE ACIDE";"cpr";"comprimé(s)"
11391;"MYFORTIC 180 mg, cpr gastro-résistant";"MYCOPHENOLIQUE ACIDE";"cpr";"comprimé(s)"
11287;"CELLCEPT 1 g/5 mL, pdr pr susp buv, flac 175 mL";"MYCOPHENOLIQUE ACIDE";"flac";"flacon(s)"
31901;"MOXETUMOMAB PASUDOTOX, pdr pr sol inj";"AUTRES IMMUNOSUPPRESSEURS";"flac";"flacon(s)"
9056;"THALIDOMIDE 50 mg ACCORD, gélule";"THALIDOMIDE";"gel";"gélule(s)"
1529;"CHRONO-INDOCID 75 mg, gélule";"INDOMETACINE";"gel";"gélule(s)"
14311;"ZOLADEX 3.6 mg, implant, srg";"GOSERELINE";"implant";"implant(s)"
14312;"ZOLADEX 10.8 mg, implant, srg";"GOSERELINE";"implant";"implant(s)"
6345;"NOLVADEX 20 mg, cpr";"TAMOXIFENE";"cpr";"comprimé(s)"
37605;"ANANDRON 150 mg, cpr";"NILUTAMIDE";"-1";"(sans)"
1020;"BICALUTAMIDE 50 mg ARROW LAB, cpr";"BICALUTAMIDE";"cpr";"comprimé(s)"
445;"ANASTROZOLE 1 mg ACCORD, cpr";"ANASTROZOLE";"cpr";"comprimé(s)"
14633;"LETROZOLE 2.5 mg VIATRIS, cpr";"LETROZOLE";"cpr";"comprimé(s)"
4212;"ZARZIO 30 M_u/0.5 mL, sol inj ou pr perf, srg";"FILGRASTIME";"ser_prr";"seringue(s) pré-remplie(s)"
4213;"ZARZIO 48 M_u/0.5 mL, sol inj ou pr perf, srg";"FILGRASTIME";"ser_prr";"seringue(s) pré-remplie(s)"
9993;"GRANOCYTE 13 M_iu/1 mL, pdr et solv pr sol inj ou pr perf, flac & srg";"LENOGRASTIME";"flac";"flacon(s)"
12185;"GRANOCYTE 34 M_iu/1 mL, pdr et solv pr sol inj ou pr perf, flac & srg";"LENOGRASTIME";"flac";"flacon(s)"
34118;"REBIF 44 ug/0.5 mL, sol inj, srg";"INTERFERON BETA-1A";"-1";"(sans)"
31671;"EPIRUBICINE 200 mg/100 mL TEVA CLASSICS, sol inj ou pr perf, flac";"EPIRUBICINE";"flac";"flacon(s)"
31666;"ZAVEDOS 10 mg/10 mL, sol pr perf, flac";"IDARUBICINE";"flac";"flacon(s)"
25267;"MITOXANTRONE 10 mg/5 mL ACCORD, sol à diluer pr perf, flac";"MITOXANTRONE";"flac";"flacon(s)"
682;"BLEOMYCINE 15 mg, pdr pr sol inj";"BLEOMYCINE";"flac";"flacon(s)"
25261;"CISPLATINE 100 mg/100 mL ACCORD, sol à diluer pr perf, flac";"CISPLATINE";"flac";"flacon(s)"
1003;"CARBOPLATINE 450 mg/45 mL ACCORD, sol pr perf, flac";"CARBOPLATINE";"flac";"flacon(s)"
19409;"CARBOPLATINE 600 mg/60 mL TEVA, sol pr perf, flac";"CARBOPLATINE";"flac";"flacon(s)"
23887;"CARBOPLATINE 600 mg/60 mL HOSPIRA, sol inj pr perf, flac";"CARBOPLATINE";"flac";"flacon(s)"
19412;"OXALIPLATINE 200 mg/40 mL TEVA, sol à diluer pr perf, flac";"OXALIPLATINE";"flac";"flacon(s)"
18190;"NATULAN 50 mg, gélule";"PROCARBAZINE";"gel";"gélule(s)"
31450;"ALPELISIB 50 mg, cpr";"AUTRES ANTINEOPLASIQUES";"cpr";"comprimé(s)"
36528;"TECVAYLI 153 mg/1.7 mL, sol inj, flac";"AUTRES ANTINEOPLASIQUES";"flac";"flacon(s)"
22931;"ERWINASE 10 000 iu, pdr pr sol inj ou pr perf";"ASPARAGINASE";"flac";"flacon(s)"
34150;"SPECTRILA 10 000 u, pdr pr sol à diluer pr perf";"ASPARAGINASE";"flac";"flacon(s)"
3451;"HYDREA 500 mg, gélule";"HYDROXYCARBAMIDE";"gel";"gélule(s)"
23769;"SIKLOS 100 mg, cpr séc";"HYDROXYCARBAMIDE";"cpr";"comprimé(s)"
7921;"NIPENT 10 mg, pdr pr sol inj ou pr perf";"PENTOSTATINE";"flac";"flacon(s)"
6878;"VESANOID 10 mg, caps";"TRETINOINE";"caps";"capsule(s)"
14116;"TOPOTECAN 4 mg/4 mL HOSPIRA, sol à diluer pr perf, flac";"TOPOTECAN";"flac";"flacon(s)"
4090;"METHERGIN 0.2 mg/1 mL, sol inj, amp";"METHYLERGOMETRINE";"amp";"ampoule(s)"
5091;"PROPESS 10 mg, système de diffusion vaginal";"DINOPROSTONE";"SDV";"système de diffusion vaginal"
7888;"DOSTINEX 0.5 mg, cpr";"CABERGOLINE";"cpr";"comprimé(s)"
9727;"FLAGYL 500 mg, ovule";"METRONIDAZOLE";"ovule";"ovule(s)"
2379;"ECONAZOLE LP 150 mg ARROW, ovule à libération prolongée";"ECONAZOLE";"ovule";"ovule(s)"
642;"BETADINE 10%, sol vaginale, flac 125 mL";"POVIDONE IODEE";"flac";"flacon(s)"
8480;"DUOFILM, sol pr appli cutanée, flac 15 mL";"VERRUCIDES ET CORICIDES";"appln";"application(s)"
15254;"VERRUFILM, sol pr appli cutanée, flac 14 mL";"VERRUCIDES ET CORICIDES";"appln";"application(s)"
9008;"LITHIODERM 8%, gel, tube 30 g";"AUTRES MEDICAMENTS DERMATOLOGIQUES";"appln";"application(s)"
9076;"DISULONE 100 mg, cpr séc";"AUTRES MEDICAMENTS DERMATOLOGIQUES";"cpr";"comprimé(s)"
39357;"KETREL 0.05%, crème, tube 30 g";"TRETINOINE";"appln";"application(s)"
22805;"EFFEDERM 0.05%, crème, tube 30 g";"TRETINOINE";"appln";"application(s)"
22750;"DIFFERINE 0.1%, crème, tube 30 g";"ADAPALENE";"appln";"application(s)"
21619;"CUTACNYL 10%, gel, tube 40 g";"BENZOYLE PEROXYDE";"appln";"application(s)"
10931;"ERYFLUID 4%, lotion, flac 30 mL";"ERYTHROMYCINE";"appln";"application(s)"
14394;"ERYTHROGEL 4%, gel, tube 30 g";"ERYTHROMYCINE";"appln";"application(s)"
23695;"EFFIZINC 15 mg, gélule";"AUTRES PREPARATIONS ANTIACNEIQUES A USAGE SYSTEMIQUE";"gel";"gélule(s)"
2368;"EAU OXYGENEE 10 volumes GILBERT, sol pr appli cutanée, flac plast 250 mL";"HYDROGENE PEROXYDE";"flac";"flacon(s)"
26685;"EAU OXYGENEE 10 volumes GILBERT, sol pr appli cutanée, récipient unidose 10 mL";"HYDROGENE PEROXYDE";"rec_unidose";"récipient unidose"
2882;"EOSINE AQUEUSE 2% GILBERT, sol pr appli cutanée, récipient unidose 2 mL";"EOSINE";"rec_unidose";"récipient unidose"
674;"BISEPTINE, sol pr appli cutanée, flac 250 mL";"CHLORHEXIDINE EN ASSOCIATION";"flac";"flacon(s)"
675;"BISEPTINE, sol pr appli cutanée, flac 40 mL";"CHLORHEXIDINE EN ASSOCIATION";"flac";"flacon(s)"
645;"BETADINE DERMIQUE 10%, sol pr appli cutanée, flac 125 mL";"POVIDONE IODEE";"flac";"flacon(s)"
641;"BETADINE ALCOOLIQUE 5%, sol pr appli cutanée, flac 125 mL";"POVIDONE IODEE";"flac";"flacon(s)"
644;"BETADINE SCRUB 4%, sol moussante pr appli cutanée, flac 125 mL";"POVIDONE IODEE";"flac";"flacon(s)"
638;"BETADINE 10%, gel, tube 30 g";"POVIDONE IODEE";"appln";"application(s)"
640;"BETADINE ALCOOLIQUE 5%, sol pr appli cutanée, récipient unidose 10 mL";"POVIDONE IODEE";"flac";"flacon(s)"
2165;"DIPROSALIC, lotion, flac 30 g";"BETAMETHASONE";"appln";"application(s)"
8747;"DIPROSALIC, pommade, tube 30 g";"BETAMETHASONE";"appln";"application(s)"
3421;"CHLORHEXIDINE 0.05% ARROW CONSEIL, sol pr appli cutanée, récipient unidose 10 mL";"CHLORHEXIDINE";"rec_unidose";"récipient unidose"
3423;"HIBISCRUB 4%, sol moussante pr appli cutanée, flac 500 mL";"CHLORHEXIDINE";"flac";"flacon(s)"
3422;"HIBISCRUB 4%, sol moussante pr appli cutanée, flac 125 mL";"CHLORHEXIDINE";"flac";"flacon(s)"
3425;"CHLORHEXIDINE GLUCONATE ALCOOLIQUE 0.5% avec colorant GIFRER, sol pr appli cutanée, flac 122.22 mL & flac 2.75 mL";"CHLORHEXIDINE";"flac";"flacon(s)"
2089;"CLARELUX 500 ug/g, crème, tube 10 g";"CLOBETASOL";"tube";"tube(s)"
11183;"CLOBEX 500 ug/g, shp, flac 125 mL";"CLOBETASOL";"appln";"application(s)"
37556;"CLARELUX 500 ug/g, mousse pr appli cutanée, flac 100 g";"CLOBETASOL";"appln";"application(s)"
38562;"DERMOVAL 0.05%, gel, flac 20 mL";"CLOBETASOL";"appln";"application(s)"
6675;"TRIDESONIT 0.05%, crème, tube 30 g";"DESONIDE";"tube";"tube(s)"
2166;"DIPROSONE 0.05%, crème, tube 30 g";"BETAMETHASONE";"tube";"tube(s)"
2167;"DIPROSONE 0.05%, lotion, flac 30 g";"BETAMETHASONE";"appln";"application(s)"
2168;"DIPROSONE 0.05%, pommade, tube 30 g";"BETAMETHASONE";"tube";"tube(s)"
3072;"FLAMMAZINE 1%, crème, pot 500 g";"SULFADIAZINE ARGENTIQUE";"pot";"pot(s)"
3073;"FLAMMAZINE 1%, crème, tube 50 g";"SULFADIAZINE ARGENTIQUE";"tube";"tube(s)"
3748;"ACICLOVIR 5% EG, crème, tube 10 g";"ACICLOVIR";"appln";"application(s)"
8489;"ALDARA 5%, crème, sachet 250 mg";"IMIQUIMOD";"sachet";"sachet(s)-dose"
11581;"ROZEX 0.75%, émulsion pr appli cutanée, tube 50 g";"METRONIDAZOLE";"tube";"tube(s)"
8645;"ROZEX 0.75%, crème, tube 50 g";"METRONIDAZOLE";"tube";"tube(s)"
5892;"SOTALOL 80 mg ARROW LAB, cpr séc";"SOTALOL";"cpr";"comprimé(s)"
1849;"CORGARD 80 mg, cpr séc";"NADOLOL";"cpr";"comprimé(s)"
38413;"NADOLOL 10MG/ML SUSP BUV 60 ML";"NADOLOL";"flac";"flacon(s)"
13447;"LOPRESSOR LP 200 mg, cpr séc à libération prolongée";"METOPROLOL";"cpr";"comprimé(s)"
35435;"METOPROLOL 100 mg ARROW LAB, cpr séc";"METOPROLOL";"cpr";"comprimé(s)"
6396;"TENORMINE 5 mg/10 mL, sol inj, IV, amp";"ATENOLOL";"amp";"ampoule(s)"
472;"ATENOLOL 100 mg ARROW, cpr séc";"ATENOLOL";"cpr";"comprimé(s)"
12086;"ATENOLOL 50 mg ARROW, cpr séc";"ATENOLOL";"cpr";"comprimé(s)"
5413;"ACEBUTOLOL 200 mg ARROW LAB, cpr séc";"ACEBUTOLOL";"cpr";"comprimé(s)"
5414;"SECTRAL 40 mg/mL, enf, sol buv, flac 125 mL";"ACEBUTOLOL";"flac";"flacon(s)"
9497;"SECTRAL LP 500 mg, cpr à libération prolongée";"ACEBUTOLOL";"cpr";"comprimé(s)"
11222;"KERLONE 20 mg, cpr séc";"BETAXOLOL";"cpr";"comprimé(s)"
1004;"BISOPROLOL 1.25 mg VIATRIS, cpr";"BISOPROLOL";"cpr";"comprimé(s)"
1006;"BISOPROLOL 2.5 mg VIATRIS, cpr séc";"BISOPROLOL";"cpr";"comprimé(s)"
1005;"BISOPROLOL 10 mg ARROW LAB, cpr séc";"BISOPROLOL";"cpr";"comprimé(s)"
15601;"BISOPROLOL 5 mg VIATRIS, cpr séc";"BISOPROLOL";"cpr";"comprimé(s)"
8548;"CELIPROLOL 200 mg ARROW, cpr";"CELIPROLOL";"cpr";"comprimé(s)"
723;"ESMOCARD 100 mg/10 mL, sol inj, flac";"ESMOLOL";"flac";"flacon(s)"
10698;"ESMOCARD 2 500 mg, pdr pr sol à diluer pr perf";"ESMOLOL";"flac";"flacon(s)"
6381;"NEBIVOLOL 5 mg EG, cpr quadriséc";"NEBIVOLOL";"cpr";"comprimé(s)"
6640;"TRANDATE 200 mg, cpr";"LABETALOL";"cpr";"comprimé(s)"
6639;"TRANDATE 100 mg/20 mL, sol inj, amp";"LABETALOL";"amp";"ampoule(s)"
13776;"CARVEDILOL 25 mg BIOGARAN, cpr séc";"CARVEDILOL";"cpr";"comprimé(s)"
15613;"CARVEDILOL 6.25 mg VIATRIS, cpr séc";"CARVEDILOL";"cpr";"comprimé(s)"
13906;"BISOPROLOL HCT 2.5 mg/6.25 mg ARROW, cpr";"BISOPROLOL ET THIAZIDIQUES";"cpr";"comprimé(s)"
8473;"LODOZ 5 mg/6.25 mg, cpr";"BISOPROLOL ET THIAZIDIQUES";"cpr";"comprimé(s)"
8478;"LODOZ 10 mg/6.25 mg, cpr";"BISOPROLOL ET THIAZIDIQUES";"cpr";"comprimé(s)"
11705;"TITANOREINE, crème, tube 40 g";"PREPARATIONS A BASE DE ZINC";"appln";"application(s)"
3408;"HEMOCLAR 0.5%, crème, tube 30 g";"PENTOSANE POLYESTER SULFURIQUE";"appln";"application(s)"
82;"AETOXISCLEROL 40 mg/2 mL, sol inj, amp";"POLIDOCANOL";"amp";"ampoule(s)"
38769;"AETOXISCLEROL 5 mg/2 mL, sol inj, amp";"POLIDOCANOL";"amp";"ampoule(s)"
38771;"AETOXISCLEROL 20 mg/2 mL, sol inj, amp 2 mL + kit";"POLIDOCANOL";"amp";"ampoule(s)"
38778;"AETOXISCLEROL 10 mg/2 mL, sol inj, amp";"POLIDOCANOL";"amp";"ampoule(s)"
13163;"DAFLON 500 mg, cpr";"DIOSMINE EN ASSOCIATION";"cpr";"comprimé(s)"
27069;"PROPRANOLOL LP 80 mg TEVA, gélule à libération prolongée";"PROPRANOLOL";"gel";"gélule(s)"
6326;"PROPRANOLOL 5 mg/5 mL ROSEMONT, sol buv, flac 150 mL";"PROPRANOLOL";"flac";"flacon(s)"
506;"PROPRANOLOL 5 mg/5 mL ACETLAB, sol inj, amp";"PROPRANOLOL";"amp";"ampoule(s)"
507;"PROPRANOLOL 40 mg ARROW, cpr séc";"PROPRANOLOL";"cpr";"comprimé(s)"
508;"PROPRANOLOL LP 160 mg TEVA, gélule à libération prolongée";"PROPRANOLOL";"gel";"gélule(s)"
35720;"SEDORRHOIDE CRISE HEMORROIDAIRE, crème rect, tube 30 g";"AUTRES PREPARATIONS EN ASSOCIATION";"tube";"tube(s)"
35721;"SEDORRHOIDE CRISE HEMORROIDAIRE, suppo";"AUTRES PREPARATIONS EN ASSOCIATION";"suppo";"suppositoire(s)"
3871;"FUROSEMIDE 40 mg ARROW, cpr séc";"FUROSEMIDE";"cpr";"comprimé(s)"
3872;"FUROSEMIDE 20 mg ARROW, cpr séc";"FUROSEMIDE";"cpr";"comprimé(s)"
3874;"FUROSEMIDE 250 mg/25 mL RENAUDIN, sol inj, amp";"FUROSEMIDE";"amp";"ampoule(s)"
3875;"LASILIX SPECIAL 500 mg, cpr séc";"FUROSEMIDE";"cpr";"comprimé(s)"
3870;"FUROSEMIDE 20 mg/2 mL RENAUDIN, sol inj, IM IV, amp";"FUROSEMIDE";"amp";"ampoule(s)"
3873;"LASILIX RETARD 60 mg, gélule";"FUROSEMIDE";"gel";"gélule(s)"
23986;"LASILIX 10 mg/mL, sol buv, flac 60 mL";"FUROSEMIDE";"flac";"flacon(s)"
823;"BURINEX 1 mg, cpr";"BUMETANIDE";"cpr";"comprimé(s)"
824;"BURINEX 2 mg/4 mL, sol inj, amp";"BUMETANIDE";"amp";"ampoule(s)"
825;"BURINEX 5 mg, cpr";"BUMETANIDE";"cpr";"comprimé(s)"
2926;"EURELIX 6 mg, gélule gastro-résistante";"PIRETANIDE";"gel";"gélule(s)"
5575;"SOLUDACTONE 200 mg/2 mL, lyophilisat et solv pr sol inj, flac & amp";"CANRENOATE DE POTASSIUM";"amp";"ampoule(s)"
4136;"AMILORIDE HCT 5 mg/50 mg TEVA, cpr";"HYDROCHLOROTHIAZIDE ET EPARGNEURS POTASSIQUES";"cpr";"comprimé(s)"
308;"ALDACTAZINE, cpr séc";"ALTIZIDE ET EPARGNEURS POTASSIQUES";"cpr";"comprimé(s)"
16961;"SPIRONOLACTONE ALTIZIDE 25 mg/15 mg VIATRIS, cpr séc";"ALTIZIDE ET EPARGNEURS POTASSIQUES";"cpr";"comprimé(s)"
3085;"FLUDEX LP 1.5 mg, cpr à libération prolongée";"INDAPAMIDE";"cpr";"comprimé(s)"
2903;"HYDROCHLOROTHIAZIDE 25 mg ARROW, cpr séc";"HYDROCHLOROTHIAZIDE";"cpr";"comprimé(s)"
34133;"HYDROCHLOROTHIAZIDE 12.5 mg ARROW, cpr séc";"HYDROCHLOROTHIAZIDE";"cpr";"comprimé(s)"
10544;"TENSIONORME, cpr séc";"RESERPINE ET DIURETIQUES";"cpr";"comprimé(s)"
323;"ALPRESS LP 2.5 mg, cpr à libération prolongée";"PRAZOSINE";"cpr";"comprimé(s)"
324;"ALPRESS LP 5 mg, cpr à libération prolongée";"PRAZOSINE";"cpr";"comprimé(s)"
2924;"URAPIDIL LP 30 mg STRAGEN, gélule à libération prolongée";"URAPIDIL";"gel";"gélule(s)"
2925;"URAPIDIL 50 mg/10 mL STRAGEN, sol inj, amp";"URAPIDIL";"amp";"ampoule(s)"
14676;"LONOTEN 10 mg, cpr séc";"MINOXIDIL";"cpr";"comprimé(s)"
15291;"TICOVAC 2.4 ug/0.5 mL, ad, susp inj, srg";"ENCEPHALITE TRANSMISE PAR LES TIQUES, VIRUS ENTIER INACTIVE";"mL";"millilitre(s)"
15292;"TICOVAC 1.2 ug/0.25 mL, enf, susp inj, srg + aiguille";"ENCEPHALITE TRANSMISE PAR LES TIQUES, VIRUS ENTIER INACTIVE";"-1";"(sans)"
15290;"IXIARO, susp inj, srg 0.5 mL";"ENCEPHALITE JAPONAISE, VIRUS ENTIER INACTIVE";"ser_prr";"seringue(s) pré-remplie(s)"
18759;"ACT-HIB, pdr et solv pr sol inj, flac & srg";"HAEMOPHILUS INFLUENZAE B, ANTIGENE PURIFIE CONJUGUE";"flac";"flacon(s)"
25681;"VIPERATAB, sol à diluer pr perf, flac 4 mL";"SERUM ANTIVENIMEUX";"flac";"flacon(s)"
6896;"VIPERFAV, sol à diluer pr perf, flac 4 mL";"SERUM ANTIVENIMEUX";"flac";"flacon(s)"
29475;"HYQVIA 2.5 g/25 mL, sol pr perf, SC, flac & flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES";"flac";"flacon(s)"
30235;"GAMMANORM 8 g/48 mL, sol inj, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
12362;"HIZENTRA 4 g/20 mL, sol inj, SC, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
12360;"HIZENTRA 1 g/5 mL, sol inj, SC, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
12361;"HIZENTRA 2 g/10 mL, sol inj, SC, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
16092;"HIZENTRA 10 g/50 mL, sol inj, SC, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
27085;"GAMMANORM 2 g/12 mL, sol inj, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
29476;"HYQVIA 5 g/50 mL, sol pr perf, SC, flac & flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
29477;"HYQVIA 10 g/100 mL, sol pr perf, SC, flac & flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
34281;"CUVITRU 4 g/20 mL, sol inj, SC, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
34278;"CUVITRU 1 g/5 mL, sol inj, SC, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
34279;"CUVITRU 2 g/10 mL, sol inj, SC, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
37981;"CUVITRU 10 g/50 mL, sol inj, SC, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
33832;"CUVITRU 8 g/40 mL, sol inj, SC, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
35235;"CUTAQUIG 8 g/48 mL, sol inj, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
37789;"CUTAQUIG 4 g/24 mL, sol inj, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION EXTRAVASCULAIRE";"flac";"flacon(s)"
6371;"TEGELINE 5 g/100 mL, pdr et solv pr sol pr perf, flac & flac + set";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION INTRAVASCULAIRE";"flac";"flacon(s)"
6372;"TEGELINE 10 g/200 mL, pdr et solv pr sol pr perf, flac & flac + set";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION INTRAVASCULAIRE";"flac";"flacon(s)"
9739;"PRIVIGEN 20 g/200 mL, sol pr perf, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION INTRAVASCULAIRE";"flac";"flacon(s)"
10628;"CLAIRYG 2.5 g/50 mL, sol pr perf, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION INTRAVASCULAIRE";"flac";"flacon(s)"
10632;"CLAIRYG 20 g/400 mL, sol pr perf, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION INTRAVASCULAIRE";"flac";"flacon(s)"
10630;"CLAIRYG 5 g/100 mL, sol pr perf, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION INTRAVASCULAIRE";"flac";"flacon(s)"
10167;"PRIVIGEN 2.5 g/25 mL, sol pr perf, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION INTRAVASCULAIRE";"flac";"flacon(s)"
10168;"PRIVIGEN 5 g/50 mL, sol pr perf, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION INTRAVASCULAIRE";"flac";"flacon(s)"
10631;"CLAIRYG 10 g/200 mL, sol pr perf, flac";"IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADMINISTRATION INTRAVASCULAIRE";"flac";"flacon(s)"
